시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
금천장애인종합복지관,서울특별시,금천구,11545,서울특별시 금천구 시흥대로101길 17,서울특별시 금천구 독산동 1011-1,37.463973,126.896313,2층주차장,00:00,23:59,00:00,00:00,00:00,00:00,2,N,Y,금천장애인종합복지관,02-6912-8000,2026-01-30,3170000,서울특별시 금천구
안양천 다목적광장,서울특별시,금천구,11545,서울특별시 금천구 안양천동자전거길 1441,서울특별시 금천구 시흥동 672-11,37.43936978,126.9007998,기아대교 밑 화장실,00:00,23:59,00:00,00:00,00:00,00:00,1,N,N,서울특별시 금천구,02-2627-1390,2026-01-30,3170000,서울특별시 금천구
안양천 산책로,서울특별시,금천구,11545,서울특별시 금천구 안양천동자전거길 1233,서울특별시 금천구 독산동 727-2,37.456851,126.892957,금천구청역앞 자전거보관소 화장실,00:00,23:59,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-1390,2026-01-30,3170000,서울특별시 금천구
금천어울림복지센터,서울특별시,금천구,11545,서울특별시 금천구 시흥대로73길 30,서울특별시 금천구 시흥동 113-142,37.457013,126.897626,지하주차장,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,금천어울림복지센터,02-6956-3420,2026-01-30,3170000,서울특별시 금천구
금천구청,서울특별시,금천구,11545,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.457066,126.896037,1층 무인민원발급기 옆,09:00,23:59,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-1390,2026-01-30,3170000,서울특별시 금천구
가산동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 가산로 129,서울특별시 금천구 가산동 144-3,37.476891,126.891784,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2501,2026-01-30,3170000,서울특별시 금천구
시흥5동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 금하로24길 6,서울특별시 금천구 시흥동 910-5,37.450673,126.908273,2층민원실입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 금천구,02-2627-2521,2026-01-30,3170000,서울특별시 금천구
시흥4동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 독산로36길 14,서울특별시 금천구 시흥동 812-38,37.458979,126.906184,2층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2519,2026-01-30,3170000,서울특별시 금천구
시흥3동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 시흥대로18길 40,서울특별시 금천구 시흥동 956-3,37.440259,126.905804,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2517,2026-01-30,3170000,서울특별시 금천구
시흥2동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 금하로 764,서울특별시 금천구 시흥동 267-9,37.449611,126.914611,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2515,2026-01-30,3170000,서울특별시 금천구
시흥1동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 시흥대로58길 36,서울특별시 금천구 시흥동 886-6,37.453554,126.903251,1층 입구,00:00,23:59,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2514,2026-01-30,3170000,서울특별시 금천구
독산4동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 독산로 232,서울특별시 금천구 독산동 1022,37.467555,126.902168,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2509,2026-01-30,3170000,서울특별시 금천구
독산3동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 독산로 317,서울특별시 금천구 독산동 973-17,37.47516041,126.903173,1층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2507,2026-01-30,3170000,서울특별시 금천구
독산2동 주민센터,서울특별시,금천구,11545,서울특별시 금천구 독산로 179,서울특별시 금천구 독산동 1043-51,37.463148,126.903483,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2505,2026-01-30,3170000,서울특별시 금천구
독산1동 주민센터(분소),서울특별시,금천구,11545,서울특별시 금천구 한내로 69-17,서울특별시 금천구 독산동 1088-3,37.457902,126.887767,분소 1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 금천구,02-2627-2525,2026-01-30,3170000,서울특별시 금천구
독산1동 주민센터(본소),서울특별시,금천구,11545,서울특별시 금천구 시흥대로123길 11,서울특별시 금천구 독산동 289-5,37.470221,126.897043,본소 2층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 금천구,02-2627-2503,2026-01-30,3170000,서울특별시 금천구
서울숲공원 커뮤니티센터,서울특별시,성동구,11200,서울특별시 성동구 뚝섬로 273,,37.54307024,127.0417993,커뮤니티센터 1층,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
서울숲공원 관리사무소,서울특별시,성동구,11200,서울특별시 성동구 뚝섬로 273,,37.54307024,127.0417993,관리사무소 1층,00:00,23:59,00:00,23:59,00:00,23:59,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
독서당인문아카데미센터,서울특별시,성동구,11200,서울특별시 성동구 금호로 30,,37.54615986,127.0253043,1층 출입구,09:00,21:00,09:00,21:00,00:00,00:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
금호2-3가동주민센터,서울특별시,성동구,11200,서울특별시 성동구 무수막18길 1,,37.55323906,127.0209111,1층 정문 외부,06:00,22:00,00:00,00:00,00:00,00:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
왕십리도선동주민센터,서울특별시,성동구,11200,서울특별시 성동구 마장로 141,,37.56787393,127.0255271,1층 정문 외부,09:00,18:00,00:00,00:00,00:00,00:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
신금호역,서울특별시,성동구,11200,서울특별시 성동구 금호로 150-1,,37.55442124,127.0204207,B1층 편의점 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
마장역,서울특별시,성동구,11200,서울특별시 성동구 마장로 296,,37.56628278,127.0431634,"B2층 대합실, 화장실 위생자판기옆",05:00,23:00,05:00,23:00,05:00,23:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
상왕십리역,서울특별시,성동구,11200,서울특별시 성동구 왕십리로 지하 374,,37.56446736,127.0290302,1-1번 출구 셔텨앞,05:00,23:00,05:00,23:00,05:00,23:00,1,N,Y,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성수2가1동주민센터,서울특별시,성동구,11200,서울특별시 성동구 뚝섬로 385-19,,37.5395041,127.0540114,주민센터지하,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
마장동주민센터,서울특별시,성동구,11200,서울특별시 성동구 마장로42길 11,,37.56631825,127.0454072,입구계단 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성수이마트,서울특별시,성동구,11200,서울특별시 성동구 뚝섬로 379,,37.54002085,127.0529082,5층 소아과 옆,10:00,23:00,10:00,23:00,10:00,23:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
왕십리역,서울특별시,성동구,11200,서울특별시 성동구 왕십리로 지상 2층,,37.561268,127.038004,중앙선 출입구 옆,05:00,23:00,05:00,23:00,05:00,23:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성동재활의원,서울특별시,성동구,11200,서울특별시 성동구 뚝섬로1길 43 성수문화복지회관,,37.545389,127.047088,입구 오른편 데스크쪽,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성동장애인종합복지관,서울특별시,성동구,11200,서울특별시 성동구 청계천로 506,,37.57022175,127.0334425,복지관1층바깥,09:00,17:30,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
장애인생활회관,서울특별시,성동구,11200,서울특별시 성동구 청계천로 516,,37.57072971,127.0341582,1층 정문옆,09:00,17:30,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성동구보건소,서울특별시,성동구,11200,서울특별시 성동구 마장로23길 10,,37.56707915,127.0332148,보건소후문 자전거보관소옆,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
성동구청,서울특별시,성동구,11200,서울특별시 성동구 고산자로 270,,37.56342359,127.0369664,성동구청1층,09:00,21:00,09:00,21:00,09:00,21:00,1,N,N,서울특별시 성동구,02-2286-5430,2025-12-24,3030000,서울특별시 성동구
국립세종도서관(공휴일 휴관),세종특별자치시,없음,36110,세종특별자치시 다솜3로 48,세종특별자치시 어진동 637,36.49882469,127.2683884,도서관 1층 정문옆,09:00,21:00,09:00,18:00,00:00,00:00,2,Y,Y,국립세종도서관,044-900-9114,2025-12-26,5690000,세종특별자치시
"로컬푸드 싱싱문화관(토, 공휴일 휴관)",세종특별자치시,없음,36110,세종특별자치시 보듬6로 16,세종특별자치시 도담동 654,36.51515743,127.2600302,로컬푸드 싱싱문화관 1층 요리교실 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,로컬푸드 싱싱문화관,044-868-1096,2025-12-26,5690000,세종특별자치시
세종호수공원,세종특별자치시,없음,36110,세종특별자치시 다솜로 216,세종특별자치시 세종동 1201,36.49717958,127.2734851,세종호수공원 관리사무소 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종호수공원,044-301-3923,2025-12-26,5690000,세종특별자치시
새롬종합복지센터,세종특별자치시,없음,36110,세종특별자치시 새롬로 14,세종특별자치시 새롬동 567,36.4861243,127.2565289,새롬종합복지센터 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,새롬종합복지센터,044-850-8197,2025-12-26,5690000,세종특별자치시
종촌종합복지센터,세종특별자치시,없음,36110,세종특별자치시 도움1로 116,세종특별자치시 종촌동 674,36.50270476,127.2467871,종촌종합복지센터 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,종촌종합복지센터,044-850-3000,2025-12-26,5690000,세종특별자치시
세종고용복지플러스센터,세종특별자치시,없음,36110,세종특별자치시 조치원읍 터미널안길 60,세종특별자치시 조치원읍 상리 96,36.60153996,127.3031828,1층 출입구 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종고용복지플러스센터,044-865-3219,2025-12-26,5690000,세종특별자치시
소정면사무소,세종특별자치시,없음,36110,세종특별자치시 소정면 소정구길 204 (소정면사무소),세종특별자치시 소정면 소정리 48,36.72230936,127.1585982,소정면사무소 1층 입구 오른쪽,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 소정면사무소,044-301-6032,2025-12-26,5690000,세종특별자치시
전동면사무소,세종특별자치시,없음,36110,세종특별자치시 전동면 운주산로 386 (전동면사무소),세종특별자치시 전동면 노장리 583,36.6560525,127.2637277,전동면사무소 1층,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 전동면사무소,044-301-5933,2025-12-26,5690000,세종특별자치시
연동면사무소,세종특별자치시,없음,36110,세종특별자치시 연동면 장욱진로 7 (연동면 복합커뮤니티센터),세종특별자치시 연동면 내판리 33-1,36.5553423,127.3273282,1층 엘리베이터 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 연동면사무소,044-301-5333,2025-12-26,5690000,세종특별자치시
연서면사무소,세종특별자치시,없음,36110,세종특별자치시 연서면 대첩로 238 (연서면행정복지센터),세종특별자치시 연서면 성제리 293,36.59256876,127.2715221,연서면사무소 1층 정문 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 연서면사무소,044-301-5733,2025-12-26,5690000,세종특별자치시
장군면사무소,세종특별자치시,없음,36110,세종특별자치시 장군면 장척로 400-1 (장군면사무소),세종특별자치시 장군면 도계리 167,36.4966736,127.2056188,장군면사무소 1층 무인민원발급기 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 장군면사무소,044-301-5635,2025-12-26,5690000,세종특별자치시
연기면사무소,세종특별자치시,없음,36110,세종특별자치시 당산로 81,세종특별자치시 한별동 317-31,36.54190501,127.2731693,연기면사무소 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 연기면사무소,044-301-5232,2025-12-26,5690000,세종특별자치시
소담동 복합커뮤니티센터,세종특별자치시,없음,36110,세종특별자치시 한누리대로 2023,세종특별자치시 소담동 579,36.48407359,127.3003683,1층 주민센터 옆문 입구 오른쪽,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 소담동행정복지센터,044-301-7032,2025-12-26,5690000,세종특별자치시
"반곡종합복지센터(토, 공휴일 휴관)",세종특별자치시,없음,36110,세종특별자치시 시청대로 583,세종특별자치시 반곡동 1037,36.49538315,127.3188085,반곡종합복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,반곡종합복지센터,044-300-3317,2025-12-26,5690000,세종특별자치시
"보람종합복지센터(토, 공휴일 휴관)",세종특별자치시,없음,36110,세종특별자치시 한누리대로 2107,세종특별자치시 보람동 767,36.47925727,127.2923149,보람종합복지센터,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,보람종합복지센터,044-300-3317,2025-12-26,5690000,세종특별자치시
나성동 복합커뮤티니센터,세종특별자치시,없음,36110,"세종특별자치시 갈매로 280, 1층(나성동)",세종특별자치시 나성동 850,36.489184,127.264253,나성동 복컴 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 나성동행정복지센터,044-301-7633,2025-12-26,5690000,세종특별자치시
어진동 복합커뮤니티 센터,세종특별자치시,없음,36110,세종특별자치시 다솜1로 31,세종특별자치시 어진동 518,36.50190569,127.2566165,어진동 복컴 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 어진동행정복지센터,044-301-7532,2025-12-26,5690000,세종특별자치시
반곡동 복합커뮤니티 센터,세종특별자치시,없음,36110,세종특별자치시 반곡로 39,세종특별자치시 반곡동 855,36.49867988,127.3106457,반곡동 복컴 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 반곡동행정복지센터,044-301-7332,2025-12-26,5690000,세종특별자치시
해밀동 복합커뮤니티 센터,세종특별자치시,없음,36110,세종특별자치시 해밀1로 45,세종특별자치시 해밀동 325,36.5271282,127.2683523,해밀동 복컴 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 해밀동행정복지센터,044-301-7423,2025-12-26,5690000,세종특별자치시
다정동 복합커뮤니티 센터,세종특별자치시,없음,36110,세종특별자치시 다정남3로 10,세종특별자치시 다정동 929,36.49411391,127.2502153,다정동 복컴 1층,09:00,22:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 다정동행정복지센터,044-301-7133,2025-12-26,5690000,세종특별자치시
이진아도서관,서울특별시,서대문구,11410,서울특별시 서대문구 독립문공원길 80,서울특별시 서대문구 현저동 101,37.57295426,126.955549,이진아도서관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,이진아도서관,02-360-8627,2023-07-14,3120000,서울특별시 서대문구
서대문문화체육회관,서울특별시,서대문구,11410,서울특별시 서대문구 백련사길 39,서울특별시 서대문구 홍은동 산 26-155,37.58075973,126.9315574,서대문문화체육회관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문문화체육회관,02-360-8682,2023-07-14,3120000,서울특별시 서대문구
서대문자연사박물관,서울특별시,서대문구,11410,서울특별시 서대문구 연희로 32길 51,서울특별시 서대문구 연희동 141-52,37.57675199,126.9378582,서대문자연사박물관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문자연사박물관,02-330-8854,2023-07-14,3120000,서울특별시 서대문구
천연동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 성산로 694,서울특별시 서대문구 영천동 101,37.57111489,126.9590677,천연동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,천연동주민센터,02-330-8245,2023-07-14,3120000,서울특별시 서대문구
가좌역,서울특별시,서대문구,11410,서울특별시 서대문구 수색로 27,,37.56888703,126.9151498,가좌역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,가좌역,1544-7788,2023-07-14,3120000,서울특별시 서대문구
홍록배드민턴장,서울특별시,서대문구,11410,,서울특별시 서대문구 홍은동 산1-85,37.60291226,126.942024,홍록배드민턴장,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍록배드민턴장,02-330-1266,2023-07-14,3120000,서울특별시 서대문구
이화여자대학교,서울특별시,서대문구,11410,서울특별시 서대문구 이화여대길 52,서울특별시 서대문구 대현동 11-1,37.56446452,126.9502888,이화여자대학교,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,이화여자대학교,02-3277-2114,2023-07-14,3120000,서울특별시 서대문구
연세대학교 재활학교,서울특별시,서대문구,11410,서울특별시 서대문구 연세로 50,서울특별시 서대문구 신촌동 134,37.56380644,126.9429309,연세대학교 재활학교,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,연세대학교 재활학교,02-2123-2114,2023-07-14,3120000,서울특별시 서대문구
연세대학교 인권센터,서울특별시,서대문구,11410,서울특별시 서대문구 연세로 50,서울특별시 서대문구 신촌동 134,37.56380644,126.9429309,연세대학교 인권센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,연세대학교 인권센터,02-2123-2114,2023-07-14,3120000,서울특별시 서대문구
안산자락길,서울특별시,서대문구,11410,,서울특별시 서대문구 봉원동 산1,37.57582364,126.9463982,안산자락길,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,안산자락길,02-330-1266,2023-07-14,3120000,서울특별시 서대문구
독립문역,서울특별시,서대문구,11410,,서울특별시 서대문구 현저동 101,37.57610554,126.9554446,독립문역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,독립문역,02-6110-3261,2023-07-14,3120000,서울특별시 서대문구
아현역,서울특별시,서대문구,11410,서울특별시 마포구 신촌로 270,서울특별시 마포구 아현동 354-23,37.5571213,126.9557107,아현역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,아현역,02-6110-2420,2023-07-14,3120000,서울특별시 서대문구
이대역,서울특별시,서대문구,11410,서울특별시 마포구 신촌로 180,서울특별시 마포구 염리동 8-85,37.5565093,126.9454858,이대역,09:00,19:00,00:00,00:00,00:00,00:00,2,N,N,이대역,02-6110-1585,2023-07-14,3120000,서울특별시 서대문구
충정로역(5호선),서울특별시,서대문구,11410,,서울특별시 서대문구 충정로3가 248-1,37.56099344,126.9633733,충정로역(5호선),09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,충정로역(5호선),02-6110-1585,2023-07-14,3120000,서울특별시 서대문구
충정로역(2호선),서울특별시,서대문구,11410,,서울특별시 서대문구 충정로3가 319-1,37.5598378,126.964474,충정로역(2호선),09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,충정로역(2호선),02-6110-1585,2023-07-14,3120000,서울특별시 서대문구
무악재역,서울특별시,서대문구,11410,서울특별시 서대문구 통일로 358-1,서울특별시 서대문구 홍제동 26-1,37.5824248,126.9505791,무악재역,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,무악재역,02-6110-3251,2023-07-14,3120000,서울특별시 서대문구
서울지체장애인협회 서대문구지회,서울특별시,서대문구,11410,서울특별시 서대문구 세검정로 78-19,서울특별시 서대문구 홍제동 279-30,37.59518733,126.9490245,서울지체장애인협회 서대문구지회,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울지체장애인협회 서대문구지회,02-379-1062,2023-07-14,3120000,서울특별시 서대문구
서대문햇살아래장애인자립생활센터(수리센터),서울특별시,서대문구,11440,서울특별시 서대문구 통일로28길 12,서울특별시 서대문구 홍제동 20-4,37.5836593,126.9504708,서대문햇살아래장애인자립생활센터(수리센터),09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문햇살아래장애인자립생활센터(수리센터),02-379-6692,2023-07-14,3120000,서울특별시 서대문구
시립서대문농아인복지관,서울특별시,서대문구,11440,서울특별시 서대문구 수색로4가길 23,서울특별시 서대문구 남가좌동 270-1,37.57069615,126.9138002,시립서대문농아인복지관,09:00,09:00,19:00,00:00,00:00,00:00,2,N,N,시립서대문농아인복지관,02-3156-6699,2023-07-14,3120000,서울특별시 서대문구
서대문장애인종합복지관,서울특별시,서대문구,11410,서울특별시 서대문구 북아현로 24,서울특별시 서대문구 북아현동 129-37,37.55947096,126.9570364,서대문장애인종합복지관,09:00,09:00,20:00,09:00,17:00,00:00,2,N,N,서대문장애인종합복지관,02-3140-3012,2023-07-14,3120000,서울특별시 서대문구
서대문형무소,서울특별시,서대문구,11410,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.57460851,126.9556118,서대문형무소,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서대문형무소,000-0000-0000,2023-07-14,3120000,서울특별시 서대문구
북가좌2동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 응암로1길 10(북가좌동),서울특별시 서대문구 북가좌동 324-13,37.58149091,126.9111755,북가좌2동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,북가좌2동주민센터,02-330-8585,2023-07-14,3120000,서울특별시 서대문구
북가좌1동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 수색로 100-55(북가좌동),서울특별시 서대문구 북가좌동 477,37.57436849,126.9101369,북가좌1동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,북가좌1동주민센터,02-330-8581,2023-07-14,3120000,서울특별시 서대문구
남가좌2동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 증가로10길 28,서울특별시 서대문구 남가좌동 342-7,37.57843406,126.9238669,남가좌2동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,남가좌2동주민센터,02-330-8544,2023-07-14,3120000,서울특별시 서대문구
남가좌1동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 모래내로 15길 37,서울특별시 서대문구 남가좌동 385-3,37.57327487,126.9197797,남가좌1동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,남가좌1동주민센터,02-330-6789,2023-07-14,3120000,서울특별시 서대문구
홍은2동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 모래내로 334,서울특별시 서대문구 홍은동 273-10,37.58010825,126.9341504,홍은2동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍은2동주민센터,02-330-8662,2023-07-14,3120000,서울특별시 서대문구
홍은1동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 홍은중앙로 85,서울특별시 서대문구 홍은동 11-853,37.59885299,126.9471453,홍은1동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍은1동주민센터,02-330-8482,2023-07-14,3120000,서울특별시 서대문구
홍제3동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 세검정로4길 32,서울특별시 서대문구 홍제동 7-13,37.59376657,126.9496911,홍제3동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍제3동주민센터,02-330-8431,2023-07-14,3120000,서울특별시 서대문구
홍제2동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 통일로34길 27,서울특별시 서대문구 홍제동 459-4,37.58610547,126.9493691,홍제2동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍제2동주민센터,02-330-8568,2023-07-14,3120000,서울특별시 서대문구
홍제1동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 통일로 435-1,,37.58770606,126.9448892,홍제1동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,홍제1동주민센터,02-330-8284,2023-07-14,3120000,서울특별시 서대문구
연희동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 연희로 189,서울특별시 서대문구 연희동 77-9,37.57388703,126.9352207,연희동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,연희동주민센터,02-330-8248,2023-07-14,3120000,서울특별시 서대문구
신촌동주민센터,서울특별시,서대문구,11410,서울특별시 서대문구 연세로2나길 47,서울특별시 서대문구 창천동 4-62,37.55781754,126.939546,신촌동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,신촌동주민센터,02-330-8195,2023-07-14,3120000,서울특별시 서대문구
충현동주민센터,서울특별시,서대문구,11410,,서울특별시 서대문구 충정로3가 185-2,37.56293297,126.9623757,충현동주민센터,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,충현동주민센터,02-330-4320,2023-07-14,3120000,서울특별시 서대문구
충현동자치회관,서울특별시,서대문구,11410,서울특별시 서대문구 경기대로 40,서울특별시 서대문구 충정로3가 185-2,37.56293297,126.9623757,충현동자치회관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,충현동자치회관,02-330-4320,2023-07-14,3120000,서울특별시 서대문구
서대문보건소,서울특별시,서대문구,11410,서울특별시 서대문구 연희로 242,서울특별시 서대문구 연희동 165-2,37.5786098,126.9362749,서대문보건소,09:00,19:00,00:00,00:00,00:00,00:00,2,N,N,서대문보건소,02-330-1808,2023-07-14,3120000,서울특별시 서대문구
서대문구청,서울특별시,서대문구,11410,서울특별시 서대문구 연희로 248,서울특별시 서대문구 연희동 168-6,37.57915463,126.9367592,서대문구청,09:00,20:00,09:00,17:00,00:00,00:00,2,N,N,서대문구청,02-330-1266,2023-07-14,3120000,서울특별시 서대문구
성정2동행정복지센터,충청남도,천안시,44900,충청남도 천안시 서북구 서부8길 29,충청남도 천안시 서북구 성정동 684-1,36.8197755,127.1398835,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 장애인복지과,041-521-5387,2024-06-25,4490000,충청남도 천안시
봉명동행정복지센터,충청남도,천안시,44900,충청남도 천안시 동남구 봉정로 39,충청남도 천안시 동남구 봉명동 45-9,36.80577207,127.1394227,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 장애인복지과,041-521-5387,2024-06-25,4490000,충청남도 천안시
북부스포츠센터,충청남도,천안시,44900,충청남도 천안시 서북구 성환읍 성환1로 45,충청남도 천안시 서북구 성환읍 매주리 459-31,36.89977237,127.1319951,출입구,06:00,20:00,06:00,18:00,09:00,18:00,2,Y,Y,충청남도 천안시 장애인복지과,041-521-5387,2024-06-25,4490000,충청남도 천안시
쌍용도서관,충청남도,천안시,44900,충청남도 천안시 서북구 월봉4로 153,충청남도 천안시 서북구 쌍용동 1899,36.80040702,127.1146227,출입구,08:00,22:00,08:00,22:00,00:00,00:00,2,Y,Y,충청남도 천안시 장애인복지과,041-521-5387,2024-06-25,4490000,충청남도 천안시
